start_time,app_time,flip,flip_value,energy_uj_dram,app_state,num_read
1659017461175434258,21870571282,0,0,45487510260,327681,65000
1659017461236494304,21931631328,1,549755813888,45487541144,327681,65000
1659017461297554360,21992691384,1,549755813888,45487572089,327681,65000
1659017461358614420,22053751444,1,549755813888,45487602972,327681,65000
1659017461419674417,22114811441,0,0,45487633856,327681,65000
1659017461480734526,22175871550,1,549755813888,45487664801,327681,65000
1659017461541794767,22236931791,1,549755813888,45487696234,327681,65000
1659017461602854590,22297991614,0,0,45487727179,327681,65000
1659017461663914631,22359051655,1,549755813888,45487758062,327681,65000
1659017461724974696,22420111720,0,0,45487788946,327681,65000
1659017461786034800,22481171824,1,549755813888,45487819830,327681,65000
1659017461847098554,22542235578,0,0,45487850774,327681,65000
1659017461908154829,22603291853,1,549755813888,45487881597,327681,65000
1659017461969214915,22664351939,0,0,45487912542,327681,65000
1659017462030274935,22725411959,1,549755813888,45487943426,327681,65000
1659017462091334988,22786472012,1,549755813888,45487974370,327681,65000
1659017462152395047,22847532071,0,0,45488005193,327681,65000
1659017462213455106,22908592130,1,549755813888,45488036138,327681,65000
1659017462274515193,22969652217,0,0,45488067021,327681,65000
1659017462335575203,23030712227,1,549755813888,45488097966,327681,65000
1659017462396635271,23091772295,0,0,45488128850,327681,65000
1659017462457695339,23152832363,0,0,45488160344,327681,65000
1659017462518755410,23213892434,1,549755813888,45488191228,327681,65000
1659017462579815444,23274952468,1,549755813888,45488222111,327681,65000
1659017462640875480,23336012504,1,549755813888,45488252995,327681,65000
1659017462701935580,23397072604,0,0,45488283879,327681,65000
1659017462762995575,23458132599,1,549755813888,45488314762,327681,65000
1659017462824055651,23519192675,1,549755813888,45488347416,327681,65000
1659017462885115688,23580252712,0,0,45488381535,393218,65000
1659017462946175779,23641312803,0,0,45488415531,393218,65000
1659017463007235826,23702372850,1,549755813888,45488449467,393218,65000
1659017463068295817,23763432841,1,549755813888,45488483524,393218,65000
1659017463129355861,23824492885,0,0,45488517460,393218,65000
1659017463190415978,23885553002,0,0,45488551395,393218,65000
1659017463251476045,23946613069,0,0,45488585392,393218,65000
1659017463312536052,24007673076,0,0,45488619388,393218,65000
1659017463373596094,24068733118,0,0,45488653385,393218,65000
1659017463434656206,24129793230,0,0,45488687930,393218,65000
1659017463495716180,24190853204,0,0,45488721927,393218,65000
1659017463556776229,24251913253,0,0,45488755862,393218,65000
1659017463617836323,24312973347,0,0,45488789859,393218,65000
1659017463678896414,24374033438,0,0,45488823855,393218,65000
1659017463739956735,24435093759,0,0,45488857791,393218,65000
1659017463801016473,24496153497,0,0,45488891787,393218,65000
1659017463862076995,24557214019,0,0,45488925784,393218,65000
1659017463923136563,24618273587,0,0,45488959780,393218,65000
1659017463984196588,24679333612,0,0,45488993655,393218,65000
1659017464045256695,24740393719,0,0,45489027651,393218,65000
1659017464106316755,24801453779,0,0,45489061648,393218,65000
1659017464167376794,24862513818,0,0,45489095583,393218,65000
1659017464228436873,24923573897,1,549755813888,45489129641,393218,65000
1659017464289496907,24984633931,0,0,45489163637,393218,65000
1659017464350556919,25045693943,0,0,45489197573,393218,65000
1659017464411617012,25106754036,0,0,45489231569,393218,65000
1659017464472677103,25167814127,0,0,45489265566,393218,65000
1659017464533737143,25228874167,0,0,45489300112,393218,65000
1659017464594797180,25289934204,0,0,45489334108,393218,65000
1659017464655857167,25350994191,0,0,45489368043,393218,65000
1659017464716917228,25412054252,0,0,45489402040,393218,65000
1659017464777977341,25473114365,0,0,45489436036,393218,65000
1659017464839037353,25534174377,0,0,45489470033,393218,65000
1659017464900097456,25595234480,0,0,45489503968,393218,65000
1659017464961157462,25656294486,0,0,45489537965,393218,65000
1659017465022217538,25717354562,0,0,45489571900,393218,65000
1659017465083277533,25778414557,0,0,45489605958,393218,65000
1659017465144337643,25839474667,0,0,45489639893,393218,65000
1659017465205397660,25900534684,0,0,45489673890,393218,65000
1659017465266457782,25961594806,0,0,45489707886,393218,65000
1659017465327517824,26022654848,0,0,45489741883,393218,65000
1659017465388577834,26083714858,0,0,45489775879,393218,65000
1659017465449637914,26144774938,0,0,45489810486,393218,65000
1659017465510697955,26205834979,0,0,45489844483,393218,65000
1659017465571758034,26266895058,0,0,45489878479,393218,65000
1659017465632818011,26327955035,0,0,45489912415,393218,65000
1659017465693878059,26389015083,0,0,45489946350,393218,65000
1659017465754938174,26450075198,0,0,45489980347,393218,65000
1659017465815998186,26511135210,0,0,45490014343,458755,65000
1659017465877058269,26572195293,0,0,45490048279,458755,65000
1659017465938118558,26633255582,0,0,45490082275,458755,65000
1659017465999178460,26694315484,0,0,45490116211,458755,65000
1659017466060238375,26755375399,0,0,45490150207,458755,65000
1659017466121298436,26816435460,0,0,45490184142,458755,65000
1659017466182358539,26877495563,0,0,45490218261,458755,65000
1659017466243418609,26938555633,0,0,45490252197,458755,65000
1659017466304478626,26999615650,1,549755813888,45490286132,458755,65000
1659017466365538685,27060675709,0,0,45490320067,458755,65000
1659017466426598690,27121735714,0,0,45490354064,458755,65000
1659017466487658807,27182795831,0,0,45490388610,458755,65000
1659017466548718862,27243855886,0,0,45490422545,458755,65000
1659017466609778873,27304915897,1,549755813888,45490456542,458755,65000
1659017466670838972,27365975996,0,0,45490490477,458755,65000
1659017466731898929,27427035953,1,549755813888,45490524291,458755,65000
1659017466792959059,27488096083,0,0,45490558104,458755,65000
1659017466854019041,27549156065,0,0,45490592100,458755,65000
1659017466915079086,27610216110,0,0,45490626036,458755,65000
1659017466976139140,27671276164,1,549755813888,45490660032,458755,65000
1659017467037199245,27732336269,0,0,45490693968,458755,65000
1659017467098259307,27793396331,0,0,45490727903,458755,65000
1659017467159319298,27854456322,1,549755813888,45490761900,458755,65000
1659017467220379368,27915516392,0,0,45490796446,458755,65000
1659017467281439430,27976576454,1,549755813888,45490830381,458755,65000
1659017467342499486,28037636510,1,549755813888,45490864439,458755,65000
1659017467403559513,28098696537,0,0,45490898313,458755,65000
1659017467464619584,28159756608,1,549755813888,45490932248,458755,65000
1659017467525679693,28220816717,1,549755813888,45490966855,458755,65000
1659017467586739748,28281876772,0,0,45491000791,458755,65000
1659017467647799760,28342936784,0,0,45491034726,458755,65000
1659017467708859773,28403996797,1,549755813888,45491068723,458755,65000
1659017467769919870,28465056894,0,0,45491102658,458755,65000
1659017467830979872,28526116896,1,549755813888,45491136533,458755,65000
1659017467892039930,28587176954,0,0,45491170529,458755,65000
1659017467953099982,28648237006,1,549755813888,45491204465,458755,65000
1659017468014160095,28709297119,0,0,45491238339,458755,65000
